timestamp,name,,legal_name,other_names,,previous_names,,oc_id,,jurisdiction,jurisdication_source,legal_type,legal_type_source,,,foundation_date,,headquarters,,directors,shareholders,,,,,,,,,,,,website,attributes_source,document_name,document_summary,document_raw,,document_filename,document_url,document2_name,documentation2_summary,document2_raw,document2_url
,Bell Oil and Gas Nigeria Limited,,,Bell Oil and Gas Nigeria Limited,http://www.belloil.com/clients/2014-3/,,,ng/440574,https://drive.google.com/file/d/0B-KlXDOYUc-ON1E1WlkxVHJfUFE/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ON1E1WlkxVHJfUFE/edit?usp=sharing,,,,,,,,,"Kayode Thomas, Director
Ayo Aderibigbe, Director
Akindele Rockson, Director
Oyibo Chamberlain, Director
Nwani Andrew, Director
Ogboro Francis, Director
Adesina Festus A., Director","Kayode Thomas (325,000)
Ayo Aderibigbe (225,000)
Akindele Rockson (180,000)
Akinkumi Rockson (50,000)
Nwani Andrew (100,000)
Bamidele Kale (70,000)
Otunba Festus Adesina (50,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ON1E1WlkxVHJfUFE/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014 SEARCH REPORT DATE OF SEARCH 5th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: BELL OIL AND GAS LIMITED CHANGE OF NAME (FORMER) NIL DATE OF INCORPORATION 25th Jan., 2002 RC. NO.: 440574 REG. OFFICE ADDRESS: 12, Saka Jojo Street, off Idejo Street, off Adeola Odeku, Victoria Island, Lagos State, Nigeria CHANGE OF ADDRESS (Former): 133, Igbosere Road, Lagos State (changed by company resolution dated 13th April, 2011) SHARE CAPITAL N1, 000, 000 divided into 1,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 1,000,000 INCREASE IN SHARE CAPITAL N100, 000,000 divided into 100,000,000 ordinary shares of N1.00 each CLASSES OF SHARES ORDINARY MAIN OBJECT: Act as petroleum prospectors, supplies and merchandise in petroleum products and dealers in oil and gas. SHAREHOLDERS: NAME ADDRESS SHARES KAYODE THOMAS same as registered office address 325,000 AYO ADERIBIGBE Same as above 225,000 AKINDELE ROCKSON Same as above 180,000 AKINKUMI ROCKSON Same as above 50,000 NWANI ANDREW 227B, Muri Okunola Street, Victoria Island, Lagos State 100,000 BAMIDELE KALE 70,000 OTUNBA FESTUS ADESINA Tinuosa House 45, Muritala Muhammed Airport Road, Ikeja, Lagos 50,000 FIRST DIRECTORS: KAYODE THOMAS same as registered office address Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014 AYO ADERIBIGBE Same as above CHANGE IN DIRECTORS: STATUS ADDRESS KAYODE THOMAS RE-APPOINTED Same as Company address AYO ADERIBIGBE RE-APPOINTED Same as above AKINDELE ROCKSON Appointed 18/6/2006, Re-Appointed October 2008 OYIBO CHAMBERLAIN Appointed October 2008 PC 19, Bankers House, Adeola Hopewell Street, V.I., Lagos NWANI ANDREW Appointed (18/6/2006) and Re-Appointed October 2008 OGBORO FRANCIS Appointed (18/6/2006) and Re-Appointed October 2008 10, Olade George, V.I., Lagos ADESINA FESTUS A. Appointed (18/6/2006) and Re-Appointed October 2008 Tinuosa House 45, Muritala Muhammed Airport Road, Ikeja, AKINMADE AYODEJI Appointed (18/6/2006) and Resigned October 2008 10, Fabac Close, V.I., Lagos State AYENI KAYODE Appointed (18/6/2006) and Resigned October 2008 16A, Thompson Ave., Ikoyi SECRETARY NIL BORROWING POWER: Clause 29, Article of Association ANNUAL RETURNS Paid up to 2011 CHARGES Deed of Assets securing N217, 041,316 in favour of First Bank Plc. created and registered on 4th Feb., 2011 and 24th March 2011 respectively REMARK/COMMENT Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/440574 BELL OIL AND GAS LIMITED.pdf,ng_440574 BELL OIL AND GAS LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ON1E1WlkxVHJfUFE/edit?usp=sharing,,,,
,Belmont Limited,,,Belmont Limited,http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,BGI Resources Limited,31,,BGI Resources Limited,http://bgiresourcesltd.com/Projects_types.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,BGI Resources Limited,30,,BGI Resources Limited,http://bgiresourcesltd.com/Projects_types.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Bint and Prathel Limited,,,Bint and Prathel Limited,http://www.bintandprathel.com/news/29-bint-a-prathel-ltd-project-with-mobil-on-going-till-2010.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,BJ Services Company Nigeria Limited,,,BJ Services Company Nigeria Limited,http://bgiresourcesltd.com/Projects_types5.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Boltog Energy Limited,,,Boltog Energy Limited,http://www.boltoggroup.com/clients.html,,,ng/865250,https://drive.google.com/file/d/0B-KlXDOYUc-OTzVDdURuaUwzLWM/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OTzVDdURuaUwzLWM/edit?usp=sharing,,,,,,,,,"Nkpa Chekwas, Director
Nkpa Ukariwo N.K., Director
Nkpa Ogbeyialu N.K., Director","Nkpa Chekwas (350,000)
Nkpa Ukariwo N.K. (350,000)
Nkpa Ogbeyialu N.K. (300,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OTzVDdURuaUwzLWM/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 26 June 2014 SEARCH REPORT DATE OF SEARCH 26th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: BOLTOG ENERGY LIMITED DATE OF INCORPORATION 21st Jan., 2010 RC. NO.: 865250 REG. OFFICE ADDRESS: 57, Rufiu William Crescent, Surulere, Lagos State INITIAL SHARE CAPITAL 1,000, 000 divided into 1,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 1,000, 000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Oil and Gas in all ramification. SHAREHOLDERS: NAME SHARES 1. NKPA CHEKWAS Same address as above 350,000 2. NKPA UKARIWO N.K. As above 350,000 3. NKPA OGBEYIALU N.K. As above 300,000 DIRECTORS: Same as the Shareholders SECRETARY: NIL BORROWING POWER: NIL ANNUAL RETURNS NIL CHARGES: NIL REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/865250 BOLTOG ENERGY LIMITED.pdf,ng_865250 BOLTOG ENERGY LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OTzVDdURuaUwzLWM/edit?usp=sharing,,,,
,Brawal shipping (Nigeria) limited,,,Brawal shipping (Nigeria) limited,http://www.anaindustries.net/projects.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Calson (Bermuda) Limited,,,Calson (Bermuda) Limited,http://www.bernedeclaration.ch/fileadmin/files/documents/Rohstoffe/BD-Nigeria-EN-20131101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Camac International Nigeria Limited,x,,"Camac International Nigeria Limited, Camac International Limited",https://drive.google.com/file/d/0B-KlXDOYUc-OTkMxVWk4U1RrOVE/edit?usp=sharing,,,ng/175687,https://drive.google.com/file/d/0B-KlXDOYUc-OTkMxVWk4U1RrOVE/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OTkMxVWk4U1RrOVE/edit?usp=sharing,,,,,,,,,"Lawal Lukeman K., Director
Aliyu Kola Belgore, Director
Lawal Kamoru, Director
Lawal Mickey, Director
Adegbemile Iyabo, Director
Busari Murhi, Director","Camac Energy Ep Ltd (499,000)
Limota Lawal (1)",https://drive.google.com/file/d/0B-KlXDOYUc-OTkMxVWk4U1RrOVE/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014 SEARCH REPORT DATE OF SEARCH 5th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: CAMAC INTERNATIONAL NIGERIA LTD CHANGE OF NAME (FORMER) NIL DATE OF INCORPORATION 14th October, 1991 RC. NO.: 175687 REG. OFFICE ADDRESS: Plot 1649, Olosa Street, Victoria Island, Lagos State, Nigeria CHANGE OF ADDRESS (Former): 21/22, Marina, Lagos State, Nigeria SHARE CAPITAL N500, 000 divided into 500,000 ordinary shares of N1.00 each SHARES ALLOTTED 500,000 INCREASE IN SHARE CAPITAL NIL CLASSES OF SHARES ORDINARY MAIN OBJECT: to act as a holding company and acquire and hold shares, stocks and debentures, provide consultancy services and general contract SHAREHOLDERS: NAME ADDRESS SHARES CAMAC ENERGY EP LTD Genebis Building, George Town, Grandlaymen, Cayman Island 499,000 Limota Lawal 14, Rotimi Williams Avenue, Bodija, Ibadan, Oyo State 1 FIRST DIRECTORS: 1. LAWAL LUKEMAN K. 21/22, Marina Lagos State 2. ALIYU KOLA BELGORE CHANGE IN DIRECTORS (CURRENT): STATUS 1. LAWAL LUKEMAN K. (RE-APPOINTED) 2. LAWAL KAMORU (RE-APPOINTED) 3. LAWAL MICKEY (RE-APPOINTED) 4. ADEGBEMILE IYABO (RE-APPOINTED) 5. BUSARI MURHI (RE-APPOINTED) 6. MORTENSEN MARTY (REMOVED) 7. UWECHUE-MBANEFO SAILY (REMOVED) (All of Plot 1649, Olosa Street, Victoria Island, Lagos State SECRETARY Messers Etikerentse & Uvieghara of 4A, Meshida street off Kofoworole stree, Okupe Estate, Maryland, Lagos State (Appointed 1st Jan., 2007) BORROWING POWER: Clause 29, Article of Association. ANNUAL RETURNS Paid up to 2010 CHARGES Mortgage covering N98, 583,293.90 created and registered on 20th may, 2008 in favour of Union Bank Plc. REMARK/COMMENT Duly registered Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/175687 CAMAC INTERNATIONAL NIGERIA LTD.pdf,ng_175687 CAMAC INTERNATIONAL NIGERIA LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OTkMxVWk4U1RrOVE/edit?usp=sharing,,,,
,Catobi Nigeria Enterprise Limited,,,Catobi Nigeria Enterprise Limited,http://www.catobi.com/index1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Channel Engineering Nigeria Limited,,,Channel Engineering Nigeria Limited,http://chattelng.com/PAST-JOBS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Chattel Associates Nigeria Limited,,,Chattel Associates Nigeria Limited,http://chattelng.com/PAST-JOBS.pdf,,,ng/248521,https://drive.google.com/file/d/0B-KlXDOYUc-ObGgyMzhqQWF0Z0E/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ObGgyMzhqQWF0Z0E/edit?usp=sharing,,,,,,,,,"Okonkwo Uba Levi, Director
Ngozi Phina Uba, Director","Okonkwo Uba Levi (50,000)
Peace Chioma (50,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ObGgyMzhqQWF0Z0E/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 25 June 2014 SEARCH REPORT DATE OF SEARCH 25th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: CHATTEL ASSOCIATES NIG. LTD DATE OF INCORPORATION 13th June, 1994 RC. NO.: 248521 REG. OFFICE ADDRESS: 20b, Girls’ School road, Elelenwo, Port Harcourt INITIAL SHARE CAPITAL 100, 000 divided into 100,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL: NIL SHARES ALLOTTED 100,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: engineering, oil field services and tools, oil and gas business. SHAREHOLDERS: NAME SHARES 1. OKONKWO UBA LEVI Address is as above 50,000 2. PEACE CHIOMA OPARA Same as above 50,000 FIRST DIRECTORS: Same as shareholders CURRENT DIRECTORS (6/1/2001): 1. OKONKWO UBA LEVI 2. NGOZI PHINA UBA SECRETARY: NIL BORROWING POWER: Clause 30, Article of Association respectively ANNUAL RETURNS NIL CHARGES: NIL REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/248521 CHATTEL ASSOCIATES NIG. LTD.pdf,ng_248521 CHATTEL ASSOCIATES NIG. LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ObGgyMzhqQWF0Z0E/edit?usp=sharing,,,,
,Chevron Corporation,,,Chevron Corporation,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=13614774,,,,,United States,http://investing.businessweek.com/research/stocks/snapshot/snapshot.asp?ticker=CVX,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Chevron Nigeria Limited,x,,"Chevron Nigeria Limited, Chevron Petroleum Nigeria Limited",http://www.sydneygateway.com/projects.html,,,,,Nigeria,http://www.chevron.com/countries/nigeria/contactus/,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,China National Offshore Oil Corporation (CNOOC),,,China National Offshore Oil Corporation (CNOOC),http://www.subseaiq.com/data/Project.aspx?project_id=662,,,,,China,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=7828203,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,China Petrochemical Corporation,,,China Petrochemical Corporation,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=7537931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Cisan International Limited,,,Cisan International Limited,http://cisaninternational.com/projects.html,,,ng/268808,https://drive.google.com/file/d/0B-KlXDOYUc-OQlRudXF3ZjhmRzQ/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OQlRudXF3ZjhmRzQ/edit?usp=sharing,,,,,,,,,"Francis Anyakwo, Director
Florence Anyakwo, Director
Francis Okechukwu Anyakwo (Jnr.), Director
Florence Chianyiamaka Anyakwo, Director","Francis Okechukwu Anyakwo (14,000,000)
Florence Anyakwo (2,000,000)
Francis Okechukwu Anyakwo (Jnr.) (1,000,000)
Florence Chianyiamaka Amyankwo (1,000,000)
Alabi Tunde (1,000,000)
Musa Abdul (1,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OQlRudXF3ZjhmRzQ/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 25 June 2014 SEARCH REPORT DATE OF SEARCH 25th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT CISAN INT'L LTD DATE OF INCORPORATION 30th March, 1995 RC. NO. 268808 REG. OFFICE ADDRESS 101b, Effurun/Sapele, Delta State REG. OFFICE ADDRESS (FORMER): 190, Odili Road, T/Amadi Ind.L/Out, Port Harcourt, River State. INITIAL SHARE CAPITAL 250,000 divided into 250,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 250,000 SHARES ALLOTTED 20,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Electrical services, engineering consultancy, oil field equipment and devices, caliberation of petroleum storage systems, marine engineering, ESI and GIS. SHAREHOLDERS NAME ADDRESS SHARES 1. FRANCIS OKECHUKWU ANYAKWO Address is as above 14,000,000 2. FLORENCE ANYAKWO Same as above 2,000,000 3. FRANCIS OKECHUKWU ANYAKWO (JNR.) Same as above 1,000,000 4. FLORENCE CHIANYIAMAKA AMYANKWO Same as above 1,000,000 5. ALABI TUNDE 1,000,000 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 25 June 2014 6. MUSA ABDUL 1,000,000 FIRST DIRECTORS: 1. FRANCIS ANYAKWO 2. OBIAGELI ANYAKWO 3. SULE AYUBA CURRENT DIRECTORS (13/2/2012): 1. FRANCIS ANYAKWO Address is as above 2. FLORENCE ANYAKWO Same as above 3. FRANCIS OKECHUKWU ANYAKWO (JNR.) Same as above 4. FLORENCE CHIANYIAMAKA ANYAKWO SECRETARY: ADULOJU Temitope, 17, Tafry Olade Street, Lagos. BORROWING POWER: Clause 69, Article of Association. ANNUAL RETURNS 2013 CHARGES: NIL REMARK/COMMENT duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/268808 CISAN INT'L LTD.pdf,ng_268808 CISAN INT'L LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OQlRudXF3ZjhmRzQ/edit?usp=sharing,,,,
,Clean Nigeria Associates Limited,,,Clean Nigeria Associates Limited,http://primesources.net/projects.html,,,,,,,,,,,1981,http://www.cnang.org/,"CNA Fire Building, Rm 1 & 2, Shell Petroleum Development Co. Ltd., Kidney Island, Port Harcourt, Rivers State, Nigeria",http://www.cnang.org/index.php?option=com_contact&view=contact&id=1%3Aph-quaters&catid=12%3Acontacts&Itemid=82,,,,,,,,,,,,,,http://www.cnang.org/,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Conoco Energy Nigeria Limited,,,Conoco Energy Nigeria Limited,http://bgiresourcesltd.com/Projects_types.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Conoil Producing Unlimited,,,Conoil Producing Unlimited,https://drive.google.com/file/d/0B-KlXDOYUc-ORWxJdmMxSWhzcTg/edit?usp=sharing,,,ng/468814,https://drive.google.com/file/d/0B-KlXDOYUc-ORWxJdmMxSWhzcTg/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ORWxJdmMxSWhzcTg/edit?usp=sharing,,,,,,,,,"Dr. Michael Adebuga (Jnr), Director
Mr. Michael Agbolade Adenuga, Director
Alhaji Sefiu Subair, Director
Chief (Mrs.) Oyindamola Adenuga, Director","Dr. Adenuga Michael Jnr. (50,000)
Mr. Adenuga Michael (50,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ORWxJdmMxSWhzcTg/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014 SEARCH REPORT DATE OF SEARCH 5th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: CONOIL PRODUCING UNLIMITED CHANGE OF NAME (FORMER) NIL DATE OF INCORPORATION 11th December, 2002 RC. NO.: 468814 REG. OFFICE ADDRESS: 27, Dipeolu Street, Ikeja, Lagos State, Nigeria CHANGE OF ADDRESS (Former): 21/22, Marina Lagos State SHARE CAPITAL N100, 000 divided into 100,000 ordinary shares of N1.00 each SHARES ALLOTTED 100,000 INCREASE IN SHARE CAPITAL NIL CLASSES OF SHARES ORDINARY MAIN OBJECT: Act as independent marketers, major distributors and serve as agents of NNPC for petroleum products and dealers in oil and gas. SHAREHOLDERS: NAME ADDRESS SHARES Adenuga Michael Jnr. (Dr.) same as registered office address 50,000 Adenuga Michael (Mr.) same as above 50,000 FIRST DIRECTORS: same as shareholders CHANGE IN DIRECTORS (CURRENT): STATUS 1. ADENUGA MICHAEL JNR. (DR.) RE-APPOINTED 2. ADENUGA MICHAEL (MR.) RE-APPOINTED 3. CHIEF (MRS.) OYINDAMOLA ADENUGA APPOINTED 17/5/ 2005 4. ALHAJI SEFIU SUBAIR Appointed 17/5/2005 (211, Corporation Drive, Dolphin Estate, Ikoyi, Lagos State, Nigeria SECRETARY NIL BORROWING POWER: NIL ANNUAL RETURNS Paid up to 2010 CHARGES NIL REMARK/COMMENT Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/468814 CONOIL PRODUCING UNLIMITED.pdf,ng_468814 CONOIL PRODUCING UNLIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ORWxJdmMxSWhzcTg/edit?usp=sharing,,,,
,Consolidated Oil Limited,,,Consolidated Oil Limited,http://www.lighthouselaboratories.com/clients.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Continental Oil and Gas Limited,,,Continental Oil and Gas Limited,https://drive.google.com/file/d/0B-KlXDOYUc-OQ19DZFFBc3luSlE/edit?usp=sharing,,,ng/219282,https://drive.google.com/file/d/0B-KlXDOYUc-OQ19DZFFBc3luSlE/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OQ19DZFFBc3luSlE/edit?usp=sharing,,,,,,,,,"Subair Alhaji Sefiu, Director
Agbolade Paddy, Director
Adenuga Mike, Director","Subair Alhaji Sefiu (15,000)
Agbolade Paddy (15,000)
Adenuga Mike (20,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OQ19DZFFBc3luSlE/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 5 June 2014 SEARCH REPORT DATE OF SEARCH 5th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja, Nigeria NAME OF COMPANY SENT: CONTINENTAL OIL AND GAS LIMITED CHANGE OF NAME (FORMER) NIL DATE OF INCORPORATION 5th April, 1993 RC. NO.: 219282 REG. OFFICE ADDRESS: 211, Corporate Drive, Dolphin Estate, Ikoyi, Lagos State, Nigeria CHANGE OF ADDRESS NIL SHARE CAPITAL N50, 000 divided into 50,000 ordinary shares of N1.00 each SHARES ALLOTTED 50,000 INCREASE IN SHARE CAPITAL NIL CLASSES OF SHARES ORDINARY MAIN OBJECT: Importation and exportation, motor spare parts merchants, oil and gas production and general contract. SHAREHOLDERS: NAME ADDRESS SHARES Subair Alhaji Sefiu Same as registered address 15,000 Agbolade Paddy 27, Dipeolu Street, Ikeja, Lagos 15,000 Adenuga Mike Same as above 20,000 DIRECTORS: Same as the shareholders CHANGE IN DIRECTORS: Chief (Mrs.) Oyindamola Adenuga of same company address (Additional director appointed on 17th May, 2005) SECRETARY NIL BORROWING POWER: Clause 30, Article of Association. JOINT VENTURE AGREEMENT: Between continental Oil and Gas Ltd and Consolidated Oil Ltd ANNUAL RETURNS: updated CHARGES: 1. Deed of securing N 12,690,000 registered on 13th Jan., 2003 in favour of BNP Paribas S.A. 16, Boulevard Des Italiens 75009, Paris, France. 2. Deed of securing N 6,345,000 registered on 31st March., 2003 in favour of BNP P. of 21, Place Du Marche Saint Honre, 75031, Paris Cedex 01, France. REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/219282 CONTINENTAL OIL AND GAS LIMITED.pdf,ng_219282 CONTINENTAL OIL AND GAS LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OQ19DZFFBc3luSlE/edit?usp=sharing,,,,
,Crestech Engineering Limited,,,Crestech Engineering Limited,http://www.technip.com/en/entities/crestech/experience,,,,,,,,,,,2007,http://www.technip.com/en/entities/crestech/profile,"4/6 Ajose Adeogun Street, Victoria Island, Lagos, Nigeria",http://www.technip.com/en/entities/crestech/contact-us,"Dr. F. Lalude, Chairman
F. Pliya, Managing Director/CEO
Dr. P. Tabiowo, Executive Director
Dr. F. Adubi, Board Director
A. Meyer, Board Director
JM. Letournel, Board Director
F. Brun, Board Director",,http://www.technip.com/en/entities/crestech/profile,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Crestville Engineering and Technology,,,Crestville Engineering and Technology,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,ng/456402,https://drive.google.com/file/d/0B-KlXDOYUc-OY2UwWUFDbWJDc1k/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OY2UwWUFDbWJDc1k/edit?usp=sharing,,,,,,,,,"Dr. Olufemi A. Lalude, Director
Dr. Francis Ajibola Adubi, Director
Claude Peron La Defence, Director
Dr. Peter H. Tabiowo, Director
Brian Reece, Director","Dr. Olufemi A. Lalude (2,000,000)
Dr. Francis Ajibola Adubi (600,000)
Dr. Peter H. Tabiowo (375,000)
Dan-anyim Kennet (375,000)
Engr. Haruna Hakeem (350,000)
Basiru Umaru (800,000)
Kolawole Junji (1,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OY2UwWUFDbWJDc1k/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 26 June 2014 SEARCH REPORT DATE OF SEARCH 26th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT CRESTVILLE ENGINEERING AND TECHNOLOGY COMPANY LIMITED DATE OF INCORPORATION 16th July, 2002 RC. NO. 456402 REG. OFFICE ADDRESS Plot 8A, Louis Solomon Close, V.I., Lagos State REG. OFFICE ADDRESS (FORMER): Ebani House, 149/153, Broad Street, Lagos State INITIAL SHARE CAPITAL 10,000,000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 5,500,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Engineering project and management, oil and gas production and treating facilities. SHAREHOLDERS NAME ADDRESS SHARES 1. DR. OLUFEMI A. LALUDE H-25, Road 40, V.I., Gardencity, Lagos 2,000,000 2. DR. FRANCIS AJIBOLA ADUBI 600,000 3. DR. PETER H. TABIOWO 375,000 4. DAN-ANYIM KENNET 375,000 5. ENGR. HARUNA HAKEEM 350,000 6. BASIRU UMARU 800,000 7. KOLAWOLE JUNJI 1,000,000 FIRST DIRECTORS: 1. ADUBI FRANCIS 10, Lees Road, Ikoyi, Lagos Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 26 June 2014 2. HARUNA HAKEEM Same as above CURRENT DIRECTORS (13/2/2012): 1. DR. OLUFEMI A. LALUDE H-25, Road 40, V.I., Gardencity, Lagos 2. DR. FRANCIS AJIBOLA ADUBI 13A, Adeyemi Lawson Road, Ikoyi, Lagos 3. CLAUDE PERON LA DEFENCE 4. DR. PETER H. TABIOWO PC10 Engr. Close, V.I., Lagos 5. BRIAN REECE 11B, Princess Adelowo Adeyi, Lekki Phase 1, Lagos SECRETARY: Cautious Services Ltd of plot 8A, Louis Solomon Close, V.I., Lagos State BORROWING POWER: Clause 31, Article of Association. ANNUAL RETURNS 2012 CHARGES: NIL REMARK/COMMENT duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/456402 CRESTVILLE ENGINEERING AND TECHNOLOGY COMPANY LIMITED.pdf,ng_456402 CRESTVILLE ENGINEERING AND TECHNOLOGY COMPANY LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OY2UwWUFDbWJDc1k/edit?usp=sharing,,,,
