Child Company Name,Immediate  %,Parent Company Name,Ultimate %,Jurisdiction of Child Company,Timestamp,Corporate Identifier of Child Company,Source URL,Confidence in this source,Source publication date,No. of OpenCorporates Matches for Parent Company,No of OpenCorporates matches for child company,"Username
",Comment,Directly Controlled?,When was the relationship created?,Date acquired,Date sold,Status
BP Mauritius Limited,100,BP Holdings International B V,100,Mauritius,5/5/2014 15:02:00,mu/C17024,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"BP Energy America, L L C",100,BP Exploration Operating Company Limited,100,Mexico,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Castrol Mexico, S A de C V","99,9",Castrol Limited,100,Mexico,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"MES TECNOLOGIA EN SERVICIOS Y ENERGIA, S A DE C V","99,9",Castrol Limited,100,Mexico,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Tereftalatos Mexicanos, S A de C V","8,55",BP Amoco Chemical Company,"8,55",Mexico,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Mocambique Limitada,"98,27",BP Africa Limited,"98,27",Mozambique,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Actomat B V,100,BP Europa SE,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Aircraft Fuel Supply B V,"9,09",BP Europa SE,"9,09",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Angola B V,"62,18",BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Canada International Holdings B V,100,BP Canada Investments Inc,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Chemical Holding B V,"45,94",BP Amoco Chemical Malaysia Holding Company,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Chemical Malaysia Holding I B V,100,Amoco Chemical Holding B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Chemicals (FSC) B V,100,BP Amoco Chemical Holding Company,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Exploration Holdings B V,100,BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Inam Petroleum Company B V,100,BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Trinidad Gas B V,100,Amoco Exploration Holdings B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
B V Petrotank,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Baku-Tbilisi-Ceyhan Pipeline Holding B V,"30,1",BP Pipelines (BTC) Limited,"30,1",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Angola (Block 18) B V,100,Amoco Angola B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Canada International Holdings B V,100,BP Holdings Canada Limited,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Capital B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Egypt East Tanka B V,100,BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Egypt Production B V,100,BP Egypt Ras El Barr B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Egypt Ras El Barr B V,100,BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Egypt West Mediterranean (Block B) B V,100,BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration Investments B V,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Holdings B V,100,BP Global Investments Limited,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Holdings International B V,100,BP Europa SE,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Management International B V,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Management Netherlands B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Mutun Holdings B V,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Nederland Holdings BV,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,nl/24277621,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Netherlands Exploration Holding B V,100,Amoco Netherlands Petroleum Company,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Overzee B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Raffinaderij Rotterdam B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Venezuela Investments B V,"80,7",BPNE International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BPNE International B V,100,BP Netherlands Exploration Holding B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Dofima BV,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,nl/24277623,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Foseco Holding International B V,100,Castrol Limited,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
FreeBees B V,100,BP Europa SE,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Gezamenlijke Tankdienst Schiphol B V,50,BP Europa SE,50,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Kever-Duneux B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Korea Energy Investment Holdings B V,100,BP Holdings International B V,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
LP Autogas B V,100,BP Europa SE,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Maasvlakte Olie Terminal C V,"9,9",BP Raffinaderij Rotterdam B V,"9,9",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Maasvlakte Olie Terminal N V,"16,66",BP Raffinaderij Rotterdam B V,"16,66",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Metro-Service B V,100,Dofima BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Multi Tank Card B V,"16,4",BP Europa SE,"16,4",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
N V Rotterdam-Rijn-Poleiding Maatschappij (RRP),22,BP Olex Fanal Mineralol GmbH,44,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Orion Aardolieprodukten Onderneming B V,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Routex B V,25,BP Oil International Limited,25,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Team Terminal B V,"22,8",BP Raffinaderij Rotterdam B V,"22,8",Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
UTA Netherland BV,100,Union-Tank Eckstein GmbH & Co KG,34,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Windpark Energy Nederland BV,100,BP Nederland Holdings BV,100,Netherlands,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP New Zealand Holdings Limited,100,BP Asia Pacific Holdings Limited,100,New Zealand,5/5/2014 15:02:00,nz/443073,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP New Zealand Share Scheme Limited,100,BP Oil New Zealand Limited,100,New Zealand,5/5/2014 15:02:00,nz/303464,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Oil New Zealand Limited,100,BP New Zealand Holdings Limited,100,New Zealand,5/5/2014 15:02:00,nz/5068,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Pacific Investments Ltd,100,BP New Zealand Holdings Limited,100,New Zealand,5/5/2014 15:02:00,nz/27291,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Coastal Oil Logistics Limited,25,BP Oil New Zealand Limited,25,New Zealand,5/5/2014 15:02:00,nz/972809,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Coro Trading NZ Ltd,100,BP Oil New Zealand Limited,100,New Zealand,5/5/2014 15:02:00,nz/1677,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Direct Fuels Limited,100,McFall Fuel Limited,"30,07",New Zealand,5/5/2014 15:02:00,nz/1235843,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Europa Oil NZ Limited,100,BP New Zealand Holdings Limited,100,New Zealand,5/5/2014 15:02:00,nz/2399,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Independent Petroleum Laboratory Limited,"25,8",BP Oil New Zealand Limited,"25,8",New Zealand,5/5/2014 15:02:00,nz/966366,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
McFall Fuel Limited,"30,07",BP Oil New Zealand Limited,"30,07",New Zealand,5/5/2014 15:02:00,nz/511718,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
New Zealand Oil Services Limited,50,BP Oil New Zealand Limited,50,New Zealand,5/5/2014 15:02:00,nz/948047,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Penagree Limited,25,BP Oil New Zealand Limited,25,New Zealand,5/5/2014 15:02:00,nz/861859,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
RD Petroleum Limited,49,BP Oil New Zealand Limited,49,New Zealand,5/5/2014 15:02:00,nz/1628306,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Rural Fuel Limited,49,BP Oil New Zealand Limited,49,New Zealand,5/5/2014 15:02:00,nz/914784,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
The New Zealand Refining Co Ltd,"15,09",BP New Zealand Holdings Limited,"23,66",New Zealand,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Wiri Oil Services Ltd,"27,78",BP Oil New Zealand Limited,"27,78",New Zealand,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Nigeria Exploration Company Limited,100,Amoco Nigeria Petroleum Company,100,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Nigeria Oil Company Limited,100,Amoco Nigeria Petroleum Company,100,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Amoco Nigeria Petroleum Company Limited,100,Amoco Nigeria Petroleum Company,100,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
ARCO Oil Company Nigeria Unlimited,100,Atlantic Richfield Company,100,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
ARCO Solar Nigeria Ltd,40,BP Company North America Inc,40,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration (Shafag-Asiman) Limited,100,BP Shafag-Asiman Limited,100,Nigeria,5/5/2014 15:02:00,gb/07731386,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Global West Africa Limited,96,Britannic Strategies Limited,100,Nigeria,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Fuels & Lubricants AS,100,Castrol Limited,100,Norway,5/5/2014 15:02:00,no/911005085,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
